Horario,Umidade,Pressao,Temperatura
03/05/1992-1800,52,884.9,24.8
04/05/1992-0000,73,885.5,20.2
04/05/1992-1200,73,887.4,20.9
04/05/1992-1800,53,884.1,25.1
05/05/1992-0000,77,885.2,20.9
05/05/1992-1200,66,887.1,22.2
05/05/1992-1800,53,883.9,25.2
06/05/1992-0000,83,885.3,18.8
06/05/1992-1200,79,887.3,20.9
06/05/1992-1800,81,885.2,21
07/05/1992-0000,94,885.7,18.8
07/05/1992-1200,78,886.8,21.1
07/05/1992-1800,42,884.3,25.6
08/05/1992-0000,74,886.4,20.8
08/05/1992-1200,67,888.1,21.9
08/05/1992-1800,46,885.7,25
09/05/1992-0000,66,887.7,19.2
09/05/1992-1200,72,888.1,20.8
09/05/1992-1800,45,886.8,25.4
10/05/1992-0000,72,888.4,20.7
10/05/1992-1200,71,889.6,20.9
10/05/1992-1800,49,886.7,26
11/05/1992-0000,79,888.5,20.6
11/05/1992-1200,76,891.6,20.9
11/05/1992-1800,52,887.4,24.9
12/05/1992-0000,77,888.2,20.6
12/05/1992-1200,76,887.9,21.1
12/05/1992-1800,41,886.2,25.8
13/05/1992-0000,63,887.5,21.2
13/05/1992-1200,58,888.5,23.1
13/05/1992-1800,41,885.2,27
14/05/1992-0000,74,886.8,21
14/05/1992-1200,66,888.1,22.2
14/05/1992-1800,43,885.5,26.1
15/05/1992-0000,77,887.6,20
15/05/1992-1200,82,888.6,20.8
15/05/1992-1800,53,885.9,25.6
16/05/1992-0000,81,887.3,19.4
16/05/1992-1200,68,888.1,22.6
16/05/1992-1800,46,884.6,27.2
17/05/1992-0000,66,886.1,21
17/05/1992-1200,66,887.3,21.7
17/05/1992-1800,40,884,27
18/05/1992-0000,58,885.7,20
18/05/1992-1200,59,887.8,21.9
18/05/1992-1800,27,885.4,27.2
19/05/1992-0000,56,886.7,19.8
19/05/1992-1200,53,887.7,23.1
19/05/1992-1800,27,885.3,28.3
20/05/1992-0000,57,887.2,20.3
20/05/1992-1200,54,888.4,22.5
20/05/1992-1800,36,885.8,26.4
21/05/1992-0000,56,887.6,20.3
21/05/1992-1200,61,888.9,21.6
21/05/1992-1800,37,886.3,26.5
22/05/1992-0000,52,888,20.4
22/05/1992-1200,71,888.9,19.7
22/05/1992-1800,42,885.9,25.3
23/05/1992-0000,68,887.4,19
23/05/1992-1200,56,888.4,21.7
23/05/1992-1800,40,886.6,26.3
24/05/1992-0000,85,888.6,19.2
24/05/1992-1200,75,890.6,18.8
24/05/1992-1800,48,887.5,24.3
25/05/1992-0000,71,889.3,19.6
25/05/1992-1200,71,890.9,18.9
25/05/1992-1800,44,888.6,23.8
26/05/1992-0000,61,889.9,17.8
26/05/1992-1200,80,890.4,18.4
26/05/1992-1800,47,887.3,23.8
27/05/1992-0000,74,888.1,18.2
27/05/1992-1200,86,886.8,17.5
27/05/1992-1800,46,883.9,25.2
28/05/1992-0000,69,886.2,18.3
28/05/1992-1200,66,886.5,20.1
28/05/1992-1800,42,884.2,25.6
29/05/1992-0000,71,886.1,18.7
29/05/1992-1200,64,888.4,22.1
29/05/1992-1800,39,886.1,25.7
30/05/1992-0000,56,888.3,20
30/05/1992-1200,66,889.4,20.3
30/05/1992-1800,46,886.9,24.8
31/05/1992-0000,68,888.2,19.9
31/05/1992-1200,77,890.1,19.9
31/05/1992-1800,44,886.6,25.3
01/06/1992-0000,69,888.6,19.6
01/06/1992-1200,65,889.5,19.9
01/06/1992-1800,43,886.8,24.5
02/06/1992-0000,68,888.6,18.6
02/06/1992-1200,76,890.1,18.1
02/06/1992-1800,43,887.7,25
03/06/1992-0000,65,889.3,19.8
03/06/1992-1200,73,890.3,19
03/06/1992-1800,31,887.9,25.4
04/06/1992-0000,67,888.7,18.8
04/06/1992-1200,66,889.1,19.9
04/06/1992-1800,40,885.4,26.2
05/06/1992-0000,62,885.8,19.8
05/06/1992-1200,71,887.6,20.9
05/06/1992-1800,44,885.1,26.6
06/06/1992-0000,68,887,19.2
06/06/1992-1200,65,888.5,22.9
06/06/1992-1800,38,886.6,26.3
07/06/1992-0000,65,888.3,20.1
07/06/1992-1200,74,889.2,20.4
07/06/1992-1800,36,887.1,26
08/06/1992-0000,48,888.3,19.4
08/06/1992-1200,60,890,18.5
08/06/1992-1800,29,886.5,24.7
09/06/1992-0000,58,888.6,18.6
09/06/1992-1200,65,888.9,18.1
09/06/1992-1800,28,886.7,26.4
10/06/1992-0000,54,888.1,18.8
10/06/1992-1200,55,889.2,20.1
10/06/1992-1800,39,887,24.5
11/06/1992-0000,62,888.5,19.1
11/06/1992-1200,66,891.6,19.7
11/06/1992-1800,38,889.1,25.1
12/06/1992-0000,64,891.2,17.1
12/06/1992-1200,67,891.7,19.2
12/06/1992-1800,39,888.9,25
13/06/1992-0000,65,890.4,18.9
13/06/1992-1200,68,891.3,17.7
13/06/1992-1800,36,889.1,23.5
14/06/1992-0000,58,890.6,18
14/06/1992-1200,76,891.7,16.9
14/06/1992-1800,45,887.7,23.5
15/06/1992-0000,69,890.7,17.5
15/06/1992-1200,85,892.8,15.3
15/06/1992-1800,47,890,22.2
16/06/1992-0000,70,891,17
16/06/1992-1200,77,892.4,14.5
16/06/1992-1800,41,890.6,21.4
17/06/1992-0000,60,891.5,15.1
17/06/1992-1200,76,892.5,14.1
17/06/1992-1800,42,890.2,20.7
18/06/1992-0000,62,891.7,16.1
18/06/1992-1200,73,892.4,14.9
18/06/1992-1800,46,889.7,20.3
19/06/1992-0000,68,890.5,16.2
19/06/1992-1200,81,890.8,15.4
19/06/1992-1800,67,889.2,18.5
20/06/1992-0000,83,890.7,15.3
20/06/1992-1200,85,892,15.6
20/06/1992-1800,49,889.1,22.1
21/06/1992-0000,68,890.8,17.1
21/06/1992-1200,76,892.4,17.3
21/06/1992-1800,45,889.6,22.9
22/06/1992-0000,68,891.1,18
22/06/1992-1200,79,891.7,17.7
22/06/1992-1800,44,890,24.5
23/06/1992-0000,71,890.4,18.9
23/06/1992-1200,82,891.4,18.6
23/06/1992-1800,42,888.1,24.8
24/06/1992-0000,67,889.5,19
24/06/1992-1200,74,890.9,18.2
24/06/1992-1800,38,888.8,24.5
25/06/1992-0000,63,890,17.5
25/06/1992-1200,74,891.4,16.6
25/06/1992-1800,35,888.4,22.5
26/06/1992-0000,62,889.5,17.3
26/06/1992-1200,79,890.9,16.1
26/06/1992-1800,37,888.5,22.4
27/06/1992-0000,75,889.6,16.6
27/06/1992-1200,70,890.8,17.6
27/06/1992-1800,30,887.5,23.4
28/06/1992-0000,51,889.1,17.8
28/06/1992-1200,57,890.2,19.4
28/06/1992-1800,30,886.8,24.9
29/06/1992-0000,56,888.3,17.9
29/06/1992-1200,64,890.1,19.8
29/06/1992-1800,41,887.9,24
30/06/1992-0000,61,889.4,19.1
30/06/1992-1200,62,890.8,20.7
30/06/1992-1800,39,888.5,24.5
01/07/1992-0000,58,889.4,20
01/07/1992-1200,59,890.1,20.4
01/07/1992-1800,35,887.5,26
02/07/1992-0000,52,889.1,22
02/07/1992-1200,67,891.3,20.2
02/07/1992-1800,41,888.8,25.4
03/07/1992-0000,48,889.9,22.4
03/07/1992-1200,59,891.2,20.5
03/07/1992-1800,38,888.7,24.9
04/07/1992-0000,58,890.1,19.3
04/07/1992-1200,82,892.5,16.3
04/07/1992-1800,53,890.6,22.1
05/07/1992-0000,72,891.8,17.6
05/07/1992-1200,71,891.7,17.7
05/07/1992-1800,37,889.2,25.2
06/07/1992-0000,59,890.3,18.5
06/07/1992-1200,62,891.5,18.9
06/07/1992-1800,36,889.4,24.8
07/07/1992-0000,49,890.8,18.8
07/07/1992-1200,55,891.3,20.7
07/07/1992-1800,35,889.3,24.5
08/07/1992-0000,48,890.6,19.5
08/07/1992-1200,63,891.6,17.9
08/07/1992-1800,37,889.7,23.3
09/07/1992-0000,59,891,18.6
09/07/1992-1200,76,892.5,17.5
09/07/1992-1800,35,889.8,23.8
10/07/1992-0000,59,891.2,18.2
10/07/1992-1200,79,891.6,16.1
10/07/1992-1800,35,889.5,23.5
11/07/1992-0000,63,890.9,17.6
11/07/1992-1200,68,891.5,16.7
11/07/1992-1800,40,889,22.3
12/07/1992-0000,54,890.3,17.4
12/07/1992-1200,88,892.4,15.1
12/07/1992-1800,46,889.7,21.4
13/07/1992-0000,64,891.2,16.4
13/07/1992-1200,71,891.4,16.5
13/07/1992-1800,38,888.7,23.3
14/07/1992-0000,56,889.5,17.6
14/07/1992-1200,60,892,18.5
14/07/1992-1800,36,888.2,24.7
15/07/1992-0000,60,889.3,17.8
15/07/1992-1200,50,890.6,20.7
15/07/1992-1800,29,887.8,25.4
16/07/1992-0000,53,888.9,19.2
16/07/1992-1200,52,891.3,21.1
16/07/1992-1800,29,888.9,26.6
17/07/1992-0000,56,889.8,20.2
17/07/1992-1200,44,891.8,20.1
17/07/1992-1800,27,889.7,26
18/07/1992-0000,49,891.2,19.4
18/07/1992-1200,57,893.3,17.7
18/07/1992-1800,36,890.4,23.5
19/07/1992-0000,58,892.3,16.8
19/07/1992-1200,68,893.6,17.3
19/07/1992-1800,36,891.2,23.6
20/07/1992-0000,60,892.3,18.2
20/07/1992-1200,66,892.8,18.2
20/07/1992-1800,29,890.3,24.4
21/07/1992-0000,48,891.6,18.6
21/07/1992-1200,61,892.9,16.4
21/07/1992-1800,35,890.3,23
22/07/1992-0000,49,891,18.4
22/07/1992-1200,54,891.8,17.5
22/07/1992-1800,30,889.2,23.9
23/07/1992-0000,59,891,17.2
23/07/1992-1200,52,892.7,18.1
23/07/1992-1800,33,890.5,23.3
24/07/1992-0000,51,892,19.2
24/07/1992-1200,61,892.8,17.9
24/07/1992-1800,33,890.5,23.8
25/07/1992-0000,50,892.5,18.4
25/07/1992-1200,83,893.2,15.3
25/07/1992-1800,48,890.5,21.8
26/07/1992-0000,66,891.6,16.9
26/07/1992-1200,80,893.8,14.1
26/07/1992-1800,42,890.9,21.5
27/07/1992-0000,61,892.4,16.4
27/07/1992-1200,72,893.9,15.3
27/07/1992-1800,38,890.6,22.1
28/07/1992-0000,59,891.3,17.7
28/07/1992-1200,59,891.7,17.7
28/07/1992-1800,35,889,22.4
29/07/1992-0000,63,890.4,17.3
29/07/1992-1200,55,890.9,18.5
29/07/1992-1800,31,888.4,23.8
30/07/1992-0000,49,890.3,19.2
30/07/1992-1200,47,890.7,19.5
30/07/1992-1800,25,887.8,24.9
31/07/1992-0000,44,889.6,19.4
31/07/1992-1200,46,891.6,19.8
31/07/1992-1800,25,888.5,25.4
01/08/1992-0000,52,889.5,18.9
01/08/1992-1200,41,890.8,20.6
01/08/1992-1800,24,887.9,27
02/08/1992-0000,41,890.2,20.2
02/08/1992-1200,39,890.5,21.5
02/08/1992-1800,20,887.7,26.1
03/08/1992-0000,33,889.8,20.6
03/08/1992-1200,46,891.6,18.3
03/08/1992-1800,30,890.1,23.8
04/08/1992-0000,50,892,18.2
04/08/1992-1200,84,893.6,16
04/08/1992-1800,43,890.8,23.4
05/08/1992-0000,70,891.7,17.4
05/08/1992-1200,85,894.4,16.2
05/08/1992-1800,42,891.3,21.7
06/08/1992-0000,73,892.3,16.5
06/08/1992-1200,69,892.9,17.3
06/08/1992-1800,38,890.4,22.6
07/08/1992-0000,59,891.6,17.8
07/08/1992-1200,73,893.5,15.7
07/08/1992-1800,40,889.7,22.5
08/08/1992-0000,59,891.2,17
08/08/1992-1200,67,892.3,16.8
08/08/1992-1800,36,889.1,22.8
09/08/1992-0000,52,890.1,17.6
09/08/1992-1200,60,890.3,17.8
09/08/1992-1800,34,887.4,23.4
10/08/1992-0000,59,889.9,17.2
10/08/1992-1200,64,891,17.3
10/08/1992-1800,36,889,23.1
11/08/1992-0000,54,890.8,18.2
11/08/1992-1200,56,891.6,17.1
11/08/1992-1800,36,888.4,23.5
12/08/1992-0000,45,890.4,19.2
12/08/1992-1200,49,891,19.4
12/08/1992-1800,29,887.9,25.5
13/08/1992-0000,44,889.7,20.7
13/08/1992-1200,42,890.1,21.7
13/08/1992-1800,26,887.6,27.1
14/08/1992-0000,41,889.3,21
14/08/1992-1200,57,890.5,19.1
14/08/1992-1800,28,886.8,26.1
15/08/1992-0000,47,888.5,20.3
15/08/1992-1200,34,888.8,20.6
15/08/1992-1800,35,886.1,25.9
16/08/1992-0000,66,887.6,19.2
16/08/1992-1200,63,891.8,19.7
16/08/1992-1800,46,887.4,24.1
17/08/1992-0000,76,889.3,17.6
17/08/1992-1200,71,890.9,17.9
17/08/1992-1800,42,887.9,25
18/08/1992-0000,60,889.7,20.3
18/08/1992-1200,70,890.1,16.7
18/08/1992-1800,60,887.6,22.9
19/08/1992-0000,67,889.3,20
19/08/1992-1200,66,891.7,20.1
19/08/1992-1800,35,888.5,25.5
20/08/1992-0000,70,890.3,19.8
20/08/1992-1200,62,891.7,20.2
20/08/1992-1800,33,888.8,26.8
21/08/1992-0000,52,890.2,21.4
21/08/1992-1200,48,891.2,21
21/08/1992-1800,27,887.4,27.7
22/08/1992-0000,47,889.5,21.4
22/08/1992-1200,56,890.3,19.5
22/08/1992-1800,32,888.3,27.3
23/08/1992-0000,49,889.2,21.5
23/08/1992-1200,43,889.7,23.4
23/08/1992-1800,30,887,28.5
24/08/1992-0000,48,888.7,23.2
24/08/1992-1200,52,888.9,22.7
24/08/1992-1800,39,885.8,26.9
25/08/1992-0000,49,887.4,22.4
25/08/1992-1200,51,889.3,23.2
25/08/1992-1800,43,887,25.9
26/08/1992-0000,90,890.3,17.8
26/08/1992-1200,80,893.3,18.9
26/08/1992-1800,41,887.8,26.9
27/08/1992-0000,75,889.3,19.1
27/08/1992-1200,74,890.3,20.3
27/08/1992-1800,46,887.1,26.3
28/08/1992-0000,79,889.7,18.5
28/08/1992-1200,78,889.8,20
28/08/1992-1800,37,887.4,25.6
29/08/1992-0000,65,889.1,19
29/08/1992-1200,63,890.3,21.6
29/08/1992-1800,34,887.5,27.8
30/08/1992-0000,57,889.2,21.8
30/08/1992-1200,48,890.3,22.7
30/08/1992-1800,33,887.8,26.5
31/08/1992-0000,51,889.6,21.5
31/08/1992-1200,53,890.2,21.1
31/08/1992-1800,40,887.4,26.1
01/09/1992-0000,43,888.2,22.4
01/09/1992-1200,70,889.3,19.8
01/09/1992-1800,32,886.5,26.4
02/09/1992-0000,43,887.2,22.6
02/09/1992-1200,62,889.3,19.8
02/09/1992-1800,36,886.3,26
03/09/1992-0000,57,888.4,22
03/09/1992-1200,42,889.1,23.5
03/09/1992-1800,33,886.5,27.9
04/09/1992-0000,44,887.9,24
04/09/1992-1200,48,887.9,22.7
04/09/1992-1800,31,885,28.5
05/09/1992-0000,45,886.4,23.3
05/09/1992-1200,76,887.5,19.2
05/09/1992-1800,30,883.5,29.1
06/09/1992-0000,48,885.2,23.6
06/09/1992-1200,90,887.1,17
06/09/1992-1800,80,886.1,18.7
07/09/1992-0000,98,888.1,16.8
07/09/1992-1200,92,889,16.9
07/09/1992-1800,48,885.6,24.9
08/09/1992-0000,70,887.4,19.6
08/09/1992-1200,64,888.1,19.5
08/09/1992-1800,40,885.8,26.5
09/09/1992-0000,56,887.1,21.4
09/09/1992-1200,71,888.7,19.6
09/09/1992-1800,43,885.9,26.4
10/09/1992-0000,69,887.2,21
10/09/1992-1200,82,889.7,17.6
10/09/1992-1800,69,887.7,20
11/09/1992-0000,74,887.6,18.6
11/09/1992-1200,68,890.1,17.9
11/09/1992-1800,46,886.9,22.9
12/09/1992-0000,55,888.8,20.1
12/09/1992-1200,70,890.5,16.7
12/09/1992-1800,57,887.3,20.9
13/09/1992-0000,94,888.9,16.1
13/09/1992-1200,82,889.3,16
13/09/1992-1800,47,885.6,22.9
14/09/1992-0000,60,886.7,20.1
14/09/1992-1200,58,887.3,18.8
14/09/1992-1800,38,884.9,25.8
15/09/1992-0000,52,886.5,22.4
15/09/1992-1200,57,888.2,21.1
15/09/1992-1800,41,884.9,25.5
16/09/1992-0000,62,886.4,22
16/09/1992-1200,68,887.7,20.7
16/09/1992-1800,42,884.2,27.6
17/09/1992-0000,92,887.3,17.7
17/09/1992-1200,92,888.3,17.6
17/09/1992-1800,81,885.6,20.4
18/09/1992-0000,81,886.9,18.4
18/09/1992-1200,73,888.4,19.6
18/09/1992-1800,77,886.8,20.2
19/09/1992-0000,86,886,18
19/09/1992-1200,97,888.9,16.1
19/09/1992-1800,69,886,20.1
20/09/1992-0000,82,887.6,18.8
20/09/1992-1200,80,889.1,19.1
20/09/1992-1800,58,886.1,24.1
21/09/1992-0000,80,887.5,19.5
21/09/1992-1200,69,889.1,20.1
21/09/1992-1800,46,886.3,25.6
22/09/1992-0000,61,886.8,22.2
22/09/1992-1200,72,889.6,19.4
22/09/1992-1800,46,886,25.4
23/09/1992-0000,84,887.6,18.8
23/09/1992-1200,72,888.6,18.9
23/09/1992-1800,39,885.3,25.9
24/09/1992-0000,81,887.2,18.9
24/09/1992-1200,54,888.3,22.7
24/09/1992-1800,79,885.1,21.3
25/09/1992-0000,74,887,19.6
25/09/1992-1200,54,886.8,23.5
25/09/1992-1800,35,883.5,28.7
26/09/1992-0000,88,886.1,19
26/09/1992-1200,96,888.8,16.9
26/09/1992-1800,86,885.5,20
27/09/1992-0000,89,886.9,18.8
27/09/1992-1200,97,889.5,18.3
27/09/1992-1800,85,887.1,19.4
28/09/1992-0000,88,888.9,18.3
28/09/1992-1200,92,888.5,18.1
28/09/1992-1800,59,886.6,24.4
29/09/1992-0000,84,888.7,18.6
29/09/1992-1200,81,888.9,20.7
29/09/1992-1800,92,886.9,18.2
30/09/1992-0000,94,888.5,18.4
30/09/1992-1200,79,889.2,19.9
30/09/1992-1800,50,885.8,27.1
01/10/1992-0000,86,886.8,17.8
01/10/1992-1200,69,887.7,21.6
01/10/1992-1800,45,883.8,27.2
02/10/1992-0000,84,885.3,19.3
02/10/1992-1200,62,887.4,23.5
02/10/1992-1800,36,882.1,28.9
03/10/1992-0000,93,886,19.7
03/10/1992-1200,86,886.9,19.1
03/10/1992-1800,68,883.8,23.5
04/10/1992-0000,84,884.6,19.9
04/10/1992-1200,84,888.1,19.5
04/10/1992-1800,64,884.4,22.8
05/10/1992-0000,85,886,19.4
05/10/1992-1200,77,887.7,19.1
05/10/1992-1800,92,885.2,19.4
06/10/1992-0000,94,886.1,18.4
06/10/1992-1200,81,888.5,20.3
06/10/1992-1800,50,884.8,25.2
07/10/1992-0000,82,887.5,18.2
07/10/1992-1200,70,888,21.9
07/10/1992-1800,40,885.3,26.3
08/10/1992-0000,66,887.8,20.6
08/10/1992-1200,68,889.3,22.1
08/10/1992-1800,80,886.1,20.1
09/10/1992-0000,96,887.7,17.8
09/10/1992-1200,94,888.7,17.9
09/10/1992-1800,56,886.3,24.1
10/10/1992-0000,84,887.5,18.8
10/10/1992-1200,82,889.7,20.9
10/10/1992-1800,72,887.2,22.8
11/10/1992-0000,91,890.4,17.6
11/10/1992-1200,84,889.8,19.6
11/10/1992-1800,51,885.4,26.1
12/10/1992-0000,74,887.3,21.1
12/10/1992-1200,77,888.7,21.3
12/10/1992-1800,78,887.4,18.7
13/10/1992-0000,86,888.3,18.6
13/10/1992-1200,75,888.4,22.8
13/10/1992-1800,57,885.4,23.5
14/10/1992-0000,74,887.4,21.2
14/10/1992-1200,67,888.5,23.9
14/10/1992-1800,46,885.3,27.5
15/10/1992-0000,87,887.7,20.2
15/10/1992-1200,86,889.3,19.9
15/10/1992-1800,54,885.8,25.1
16/10/1992-0000,73,888.2,20.8
16/10/1992-1200,70,889.7,21.9
16/10/1992-1800,48,886.5,25.9
17/10/1992-0000,74,888,21.7
17/10/1992-1200,64,889.4,22.8
17/10/1992-1800,46,886.7,25.6
18/10/1992-0000,83,887.8,19.6
18/10/1992-1200,70,888.3,21.3
18/10/1992-1800,53,885.6,23.5
19/10/1992-0000,69,887.3,21.8
19/10/1992-1200,53,888.2,23.5
19/10/1992-1800,39,885.3,27.2
20/10/1992-0000,85,887.6,18.8
20/10/1992-1200,49,888.4,24.9
20/10/1992-1800,37,884.6,28.3
21/10/1992-0000,70,886.6,21.5
21/10/1992-1200,73,887.3,21.4
21/10/1992-1800,43,884.3,27.4
22/10/1992-0000,80,885.8,20.8
22/10/1992-1200,69,887.2,23.7
22/10/1992-1800,85,883.9,21.3
23/10/1992-0000,90,886.7,18.2
23/10/1992-1200,82,888.1,19.7
23/10/1992-1800,75,886.3,22.3
24/10/1992-0000,88,887.2,19.1
24/10/1992-1200,85,889.3,20.7
24/10/1992-1800,68,886.4,23
25/10/1992-0000,85,888.2,20.4
25/10/1992-1200,82,888.5,21.4
25/10/1992-1800,59,885,25.3
26/10/1992-0000,85,887,21.4
26/10/1992-1200,80,888,20.9
26/10/1992-1800,63,884.8,24.3
27/10/1992-0000,79,886.1,21.1
27/10/1992-1200,97,887.3,18.5
27/10/1992-1800,75,883.6,22.5
28/10/1992-0000,93,884.9,17.9
28/10/1992-1200,80,886.4,19.8
28/10/1992-1800,58,882.8,25.2
29/10/1992-0000,88,884.9,19.7
29/10/1992-1200,78,885.5,22
29/10/1992-1800,65,882.6,24.6
30/10/1992-0000,87,885,19.8
30/10/1992-1200,90,887.2,18.5
30/10/1992-1800,65,884.6,24.3
31/10/1992-0000,94,886.1,19.7
31/10/1992-1200,81,887.4,21.1
31/10/1992-1800,71,883.4,23.9
01/11/1992-0000,91,885.2,19.7
01/11/1992-1200,83,884.6,20.8
01/11/1992-1800,60,881.2,25.7
02/11/1992-0000,88,883.6,20.6
02/11/1992-1200,96,884.8,18.7
02/11/1992-1800,97,882,19.4
03/11/1992-0000,94,884.1,19
03/11/1992-1200,89,886.1,21.3
03/11/1992-1800,94,883.3,19.1
04/11/1992-0000,94,885.9,18.3
04/11/1992-1200,79,886.4,20.7
04/11/1992-1800,67,882,23.2
05/11/1992-0000,97,884.9,18.9
05/11/1992-1200,89,884.8,20
05/11/1992-1800,96,881.8,19.3
06/11/1992-0000,98,883.6,18
06/11/1992-1200,95,884,18.2
06/11/1992-1800,74,880.7,22.1
07/11/1992-0000,96,883.2,18.2
07/11/1992-1200,87,884.1,20.1
07/11/1992-1800,66,881.8,23.5
08/11/1992-0000,88,883.6,18.7
08/11/1992-1200,82,882.7,20.9
08/11/1992-1800,51,884.5,26.1
09/11/1992-0000,91,886.4,18
09/11/1992-1200,84,888.9,20.1
09/11/1992-1800,56,886,24.9
10/11/1992-0000,81,888.3,19.9
10/11/1992-1200,75,889,22.1
10/11/1992-1800,81,886,21
11/11/1992-0000,90,887.3,19
11/11/1992-1200,87,888,20.3
11/11/1992-1800,80,884.4,21.5
12/11/1992-0000,97,886.3,16.8
12/11/1992-1200,66,886.3,23.1
12/11/1992-1800,87,883.5,19.7
13/11/1992-0000,93,886.3,16.9
13/11/1992-1200,75,886.1,22.5
13/11/1992-1800,85,883.8,18.4
14/11/1992-0000,96,886.1,17.4
14/11/1992-1200,78,886.1,21.9
14/11/1992-1800,57,884.8,24.6
15/11/1992-0000,92,886,19.4
15/11/1992-1200,63,887.5,23.7
15/11/1992-1800,55,884.9,26.1
16/11/1992-0000,79,886.5,20.4
16/11/1992-1200,67,886.4,24.3
16/11/1992-1800,95,885.2,18.5
17/11/1992-0000,94,886.3,19
17/11/1992-1200,82,886.5,19.9
17/11/1992-1800,60,882.5,25.9
18/11/1992-0000,90,884.5,19.2
18/11/1992-1200,81,884.5,21.1
18/11/1992-1800,51,881.8,25.5
19/11/1992-0000,87,884.9,18.9
19/11/1992-1200,76,884.9,22.1
19/11/1992-1800,71,884,22.7
20/11/1992-0000,93,886,17.1
20/11/1992-1200,87,887.7,20.7
20/11/1992-1800,64,885.5,22.7
21/11/1992-0000,91,885.8,18.5
21/11/1992-1200,88,888.1,19.1
21/11/1992-1800,62,885.6,23.3
22/11/1992-0000,80,887.6,21
22/11/1992-1200,67,886.6,22.6
22/11/1992-1800,74,882.9,22.4
23/11/1992-0000,96,886,18
23/11/1992-1200,69,885.8,22.7
23/11/1992-1800,44,882.8,27.1
24/11/1992-0000,79,884.5,22.1
24/11/1992-1200,58,885.7,24.1
24/11/1992-1800,44,883.8,28.1
25/11/1992-0000,64,884.9,22
25/11/1992-1200,49,886.6,23.7
25/11/1992-1800,44,884.5,27
26/11/1992-0000,77,886,21.8
26/11/1992-1200,68,886.8,22.7
26/11/1992-1800,79,884.2,21.7
27/11/1992-0000,82,884.5,20
27/11/1992-1200,96,886.7,18.7
27/11/1992-1800,73,882.9,22.5
28/11/1992-0000,99,884.3,17.1
28/11/1992-1200,84,885.6,19.5
28/11/1992-1800,56,882.1,25.1
29/11/1992-0000,97,884.4,18.5
29/11/1992-1200,97,885.7,17.6
29/11/1992-1800,86,882.8,20.5
30/11/1992-0000,93,884.8,18.2
30/11/1992-1200,88,885.1,18.3
30/11/1992-1800,81,882.5,21.5
01/12/1992-0000,89,883.6,19.1
01/12/1992-1200,90,883.2,19.1
01/12/1992-1800,96,882.5,18.9
02/12/1992-0000,96,884.3,18.1
02/12/1992-1200,92,885.7,19.5
02/12/1992-1800,90,885.2,19.3
03/12/1992-0000,99,886.1,17.4
03/12/1992-1200,67,887.1,22.9
03/12/1992-1800,61,884.8,25
04/12/1992-0000,96,886,20
04/12/1992-1200,70,886.6,23
04/12/1992-1800,75,882.5,21.9
05/12/1992-0000,95,885.3,19.8
05/12/1992-1200,84,886.8,19.7
05/12/1992-1800,80,885.6,20.8
06/12/1992-0000,90,886.5,19
06/12/1992-1200,81,887.1,20.3
06/12/1992-1800,58,885.8,24.5
07/12/1992-0000,90,887,19.8
07/12/1992-1200,90,888.5,18.7
07/12/1992-1800,77,885,22.5
08/12/1992-0000,87,886.7,18.8
08/12/1992-1200,92,886.8,19.3
08/12/1992-1800,80,882.6,22.3
09/12/1992-0000,95,884.3,18.4
09/12/1992-1200,87,883.3,19.9
09/12/1992-1800,75,881.6,21.9
10/12/1992-0000,93,883.3,18.7
10/12/1992-1200,84,884.1,20.7
10/12/1992-1800,74,881.9,21.9
11/12/1992-0000,96,883.9,18.4
11/12/1992-1200,88,883.7,19.1
11/12/1992-1800,78,881.7,22
12/12/1992-0000,92,883.6,18.7
12/12/1992-1200,89,884.2,20.1
12/12/1992-1800,68,882.4,24.1
13/12/1992-0000,98,884.1,18.8
13/12/1992-1200,83,884.9,21.5
13/12/1992-1800,58,882.8,25.9
14/12/1992-0000,92,884.9,18.6
14/12/1992-1200,83,885.9,20.1
14/12/1992-1800,59,883.3,25.1
15/12/1992-0000,85,884,21
15/12/1992-1200,73,885.3,20.7
15/12/1992-1800,55,884.5,25.3
16/12/1992-0000,73,884.8,21.4
16/12/1992-1200,89,886.7,19
16/12/1992-1800,94,886.7,18.5
17/12/1992-0000,97,886.9,17.7
17/12/1992-1200,85,887.7,20.6
17/12/1992-1800,73,883.4,22.5
18/12/1992-0000,93,885.3,19
18/12/1992-1200,94,887.1,18.8
18/12/1992-1800,55,883.5,25.6
19/12/1992-0000,94,884.1,19
19/12/1992-1200,76,885.6,22.1
19/12/1992-1800,86,881.6,21.3
20/12/1992-0000,97,886,18.2
20/12/1992-1200,90,886.4,18.9
20/12/1992-1800,74,883.2,22.3
21/12/1992-0000,81,884.8,19.8
21/12/1992-1200,80,885,22.1
21/12/1992-1800,56,883.6,25.9
22/12/1992-0000,94,885.2,19
22/12/1992-1200,94,887.2,18.5
22/12/1992-1800,53,884.1,26.3
23/12/1992-0000,83,886.2,20.8
23/12/1992-1200,75,887,22.5
23/12/1992-1800,67,885.4,24.9
24/12/1992-0000,96,887.7,19.4
24/12/1992-1200,80,887.9,21.5
24/12/1992-1800,59,885.7,24.7
25/12/1992-0000,77,885.8,20.4
25/12/1992-1200,73,886.5,22.4
25/12/1992-1800,62,884.4,22.5
26/12/1992-0000,87,884.7,19.5
26/12/1992-1200,80,886.2,21.3
